Year,Month,btc_market_price,btc_total_bitcoins,btc_market_cap,btc_trade_volume,btc_blocks_size,btc_avg_block_size,btc_n_orphaned_blocks,btc_n_transactions_per_block,btc_median_confirmation_time,btc_hash_rate,btc_difficulty,btc_miners_revenue,btc_transaction_fees,btc_cost_per_transaction_percent,btc_cost_per_transaction,btc_n_unique_addresses,btc_n_transactions,btc_n_transactions_total,btc_n_transactions_excluding_popular,btc_n_transactions_excluding_chains_longer_than_100,btc_output_volume,btc_estimated_transaction_volume,btc_estimated_transaction_volume_usd,Day,Casino,EGM,Keno,Lottery,Wagering,btc_per_month
2012,6,6.0997656667,9238085,56383567.70845,319119.418133333,1471.1333333333,0.0970447638,0,206.5666666667,15.6580555556,12.2907470502,1637859.605591,46184.2260026667,21.576064279,3.7526777848,1.5441291187,27300.1,32921.8333333333,4135399.13333333,8577.6666666667,11717.7333333333,2777518.30995333,221764.7,1345426.6,15.5,37103409.98,168341290.98,10493048.61,37245967.49,34150480.88,220555.967741935
2012,7,8.109983871,9468570.96774193,76856114.8889839,533636.633829032,1848.6774193548,0.0819085007,0,196.8387096774,13.6744623656,13.9005711315,1815646.37997968,62638.5526712903,18.9204403477,4.0313172225,2.1975726149,27594.7741935484,28820.3548387097,5024579.16129032,12979.9032258065,11575.8387096774,1818507.93242235,210676.483870968,1727188.4516129,16,42325293.92,178446929.68,10505306.19,35149878.58,32730525.02,230485.967741935
2012,8,11.4694380645,9710629.03225807,111376156.513645,933410.992141936,2274.0967741936,0.095479285,0,232.0967741935,12.8642473118,17.1386974126,2192552.83339774,90363.8845541935,25.0547851781,3.607583491,2.5984219827,34360.064516129,35450.3548387097,6052996.80645161,16403.6451612903,13868.3225806452,4297887.54200387,246486.419354839,2799758.16129032,16,42532915.45,187865462.84,8713742.42,39181426.5,33120287.3,242058.064516131
2012,9,11.7015796667,9950988.33333333,116489100.501667,417329.682056667,2713.2333333333,0.0887796702,0,198.5666666667,11.9586111111,21.0796810955,2714180.99873167,91669.170648,23.1836225693,3.5864027902,2.9988028524,30872.1666666667,31667.7,7116726,14131.5333333333,14149.7,11396096.6892397,239791.166666667,2815828.33333333,15.5,43769383.85,169552945.93,10279959.56,39781526.64,35617400.68,240359.301075269
2012,9,11.9821574194,10180193.5483871,121940727.670452,503628.783148387,3124.8064516129,0.0967869374,0,198.4193548387,11.9889784946,22.6912399882,3065869.73210194,89271.0722832258,26.0888840019,3.633917949,3.1034706137,31515.5161290323,30118.6451612903,8040019.96774194,12672.7741935484,14322.2580645161,2039011.39945887,219289.903225806,2624626.19354839,16,62515621.41,172761301.18,10652926.01,52620928.21,37005611.94,229205.215053763
2012,10,11.624308,10407340,121016653.271933,381136.208853333,3532.9,0.099015876,0,217.5,12.5313888889,24.6503886055,3356840.16970367,82922.8428,27.2417674733,4.2717734387,2.6966545291,29738.6333333333,31419.1666666667,8940043.43333333,12081.8333333333,13939.7666666667,1526510.24337223,186088.733333333,2170077.6,15.5,54615735.67,168255552.6,7669014.64,53487186.67,42189359.71,227146.451612903
2012,12,13.4812519355,10561301.6129032,142383676.218,446882.821709678,3995.8709677419,0.1259435693,0,283.6129032258,12.1545698925,22.4129838254,3329360.69273484,46154.4370406452,30.2229096239,2.057536655,1.2892216673,30309.1935483871,37055.6774193548,9977973.93548387,13393.7419354839,13865.064516129,1617514.26499616,183314.548387097,2475681.77419355,16,47149992.3,169836919.12,10528442.28,46220694,34141015.89,153961.612903226
2013,1,15.8477929032,10670117.7419355,169164771.858548,878540.244619355,4560.064516129,0.1468976162,0,337.8387096774,10.1954301075,22.1384634936,3125200.85740226,57566.4172512903,42.2604642806,1.7415046945,1.2797889791,38858.2580645161,45727.8387096774,11267150.1290323,16994.935483871,18436.9032258065,1667659.05733961,226015,3682839.61290323,16,51217299.27,159033528.26,10488684.2,35467940.76,31288258.62,108816.129032258
2013,2,26.1489232143,10782901.7857143,282087448.368179,1654325.57673929,5242.4285714286,0.1567439589,0,350,8.8125,28.0315387837,3379188.17469,110806.771093929,50.4208073414,1.7273301717,1.9499359353,42154.5357142857,56916.3928571429,12797095.7142857,18026.8928571429,21900.1785714286,1518586.95865393,254553.107142857,6687704.89285714,14.5,41079943.42,149532163.56,6700519.4,32766663.43,28129772.22,112784.043778801
2013,3,57.6707287097,10907835.483871,629767630.683742,4522058.6033,6015.8709677419,0.1587039379,0,322.8064516129,7.7424731183,43.7739555961,5123402.25136839,253029.672165161,55.3752502548,1.9748334906,4.7630516253,49704.7096774194,54972.3548387097,14483476,21715.5161290323,25557.3548387097,1762928.34367006,241055.580645161,14113111.6774194,16,45386288.96,163298617.05,9860809,34952841.57,33506115.17,124933.698156683
2013,4,130.8500506667,11039193.3333333,1444395763.29327,22262450.3123533,6852.3,0.1708093592,0,344.4,7.2633333333,67.3355651861,8186714.841643,550315.806715333,53.5515666263,1.6800809065,9.7340605697,77863.1333333333,56945.0666666667,16196962.8333333,31610.4,30209.8333333333,1761684.9689912,291029.833333333,38107549.5666667,15.5,43477509.79,157294466.01,6876652.72,42781214.73,31293655.26,131357.849462366
2013,5,120.2522629032,11161754.8387097,1342483287.69742,9584490.53444194,7671.3870967742,0.1700638357,0,337.3225806452,7.7303763441,87.6574694226,10975370.5195548,489193.35400129,51.2726442768,2.324853647,8.8202709353,65006.6774193548,56361.2580645161,17900470.1290323,24709.1612903226,25678,754954.774879065,205185,24151604.1290323,16,48890817.95,167458006.49,9799585.57,41032413,31266421.42,122561.505376343
2013,6,107.9881273333,11292795.8333333,1219255411.60233,5121995.96189667,8418.5666666667,0.1276606114,0,265.7666666667,7.8472222222,144.9563489544,17020766.5503867,475871.750523,41.4774253207,3.0521126915,10.1543853529,52968.2333333333,47007.2666666667,19498499.8,23514.9666666667,23240.1,587422.229911133,151577.8,16379024.0333333,15.5,47580781.92,161415478.41,7249270.73,40760640.79,31021216.32,131040.994623657
2013,7,90.0978180645,11422212.9032258,1029388654.82623,4814099.77114839,8986.6451612903,0.1055231197,0,233.064516129,7.5607526882,224.5192064849,26248855.8363419,390062.975799355,29.8727007668,2.0632093994,10.1311177691,51404.7741935484,38828.5483870968,20755711.3870968,24933.6129032258,21171.5806451613,837645.710084968,235225.35483871,21010273,16,49159630.4,183938162.71,10710011.01,34404547.55,30247395.49,129417.069892472
2013,8,107.6264590323,11562301.6129032,1244630078.99419,3662391.95204839,9639.4193548387,0.1358571337,0,298.2580645161,6.4758064516,455.4731405632,49075993.3401516,511108.122908065,43.9463890006,3.0524569482,9.3969179773,63903.4193548387,55313,22205262.8387097,30170.6129032258,23884.3870967742,897011.411043258,166078.290322581,17927667.8387097,16,54562093.93,191295832.43,11455433.56,34594537.03,34082553.03,140088.709677421
2013,9,125.171,11706248.3333333,1465265507.39167,3912256.55704828,10385.4,0.1291316637,0,289.0666666667,6.4072222222,979.4716163661,105757135.380683,594467.437666667,44.411466162,3.4117109184,11.3558025895,58131.9,53116.2333333333,23890967.5333333,34926.7,25804.2666666667,727569.2612549,146303.9,18330777.1333333,15.5,46131710.13,169179902.88,7521476.39,32736424.44,32846694.91,143946.720430108
2013,9,153.1819354839,11852711.2903226,1816993746.55645,9648300.09838,11126.6129032258,0.12985657,0,257.3225806452,6.0897849462,2445.63311744,247090119.757516,773772.750967742,35.2924376655,3.0144432064,14.6125938188,69544.5161290323,53069.4516129032,25506095.516129,37401.935483871,29615.1290322581,928211.081022613,188070.032258065,29201161.6129032,16,44144171.39,174664082.44,8444445.77,30907215.76,35433753.3,146462.956989247
2013,10,538.1,11996620.8333333,6465439755.38333,60611465.0049933,11965.5666666667,0.1936968307,0,418.9333333333,7.7283333333,4643.528334563,543449326.037467,2315951.595,39.5460863833,1.9169194643,34.0818805035,114591.766666667,65301.3666666667,27198965.4333333,56903.9333333333,38779.2666666667,1620413.36864453,266244.166666667,153436984.233333,15.5,40811276.94,170537776.44,8114512.54,32277265.34,43235719.02,143909.543010753
2013,12,790.4538709677,12131897.5806452,9585202217.30807,77938802.5098097,13015.0322580645,0.1774707212,0,328,7.2456989247,8454.2683404874,946731909.100838,3594315.17580645,16.0234650535,2.9815085174,57.8457266389,124219.709677419,62629.8387096774,29327992.0967742,55528.2903225807,35304.5161290323,1112316.65440445,179826.419354839,141283863.258065,16,28851581.36,174023465.32,9489775.97,46012239.18,29728118.43,135276.747311827
2014,1,821.1438709677,12270110.483871,10075143928.1597,37320199.0483323,13929.2258064516,0.1707021206,0,335.9032258065,7.6107526882,15190.6615695194,1742581224.71064,3637424.06354839,14.1034340623,4.7131933894,62.9515613309,118906.35483871,58465.6774193548,31119378.1935484,51212.8387096774,33034.8064516129,621705.630796806,103086.709677419,85091388.6451613,16,57810186.44,169653432.52,10728616.47,33007199.12,30893145.19,138212.903225807
2014,2,666.8942857143,12398858.9285714,8265870409.125,45407080.3993036,14881.6785714286,0.210031283,0,404.1785714286,7.6226190476,24425.1547655036,2802616915.56893,2932966.56428571,14.1007401114,4.3730908082,45.382943682,142439.464285714,65893.75,32947025.4642857,59017.0357142857,37716.1428571429,635380.099373357,114989.107142857,75457340.8214286,14.5,47278530.6,152916871.96,9811884.33,28115338.87,27050962.21,128748.444700461
2014,3,594.324516129,12522763.7096774,7440960369.37097,22528742.749,16018.6451612903,0.2362138317,0.6774193548,392.4516129032,8.7338709677,34834.8181094419,4252881443.50419,2447681.37322581,13.6052579174,3.6594669363,36.3433741719,151452.483870968,67797.3548387097,34967662.3225806,61143.6451612903,39806.4516129032,876806.495307258,187014.451612903,113873606.741935,16,47969831.63,169363281.35,7894511.48,34018822.89,33924304.74,123904.78110599
2014,4,461.2466666667,12652137.5,5836037987.45833,21777924.3952433,17129.1666666667,0.2202924229,1.4333333333,386.5333333333,7.6977777778,53247.4235826967,6406332733.568,1943252.829,13.2469065733,4.4833492822,31.2530920783,143234.233333333,63057.7333333333,36940990.9333333,56271.1666666667,35446.3,607544.980933633,107537.9,49414360.7333333,15.5,44765055.06,164622233.68,9154094.22,30204477.13,30212135,129373.790322581
2014,5,487.0467741935,12777120.1612903,6224989039.97581,12788513.1952967,18231.6129032258,0.2309348476,0.8064516129,395.4516129032,7.4080645161,72229.6529792871,8964398397.20097,1978004.62193548,12.0141800097,5.028243117,31.0301317838,135807.419354839,64433.8387096774,38880130.5806452,58393,36886.064516129,757325.557376032,94889.1612903226,47422650.5483871,16,40888640.18,175692683.26,7518187.78,35989797.08,31627750.41,124982.661290323
2014,6,613.3693333333,12903256.6666667,7913546617.00833,17161517.4417821,19350.3,0.2140414135,1.2,369.3666666667,6.8544444444,106026.307768003,12502750923.24,2618664.88466667,10.942671413,5.2854181713,43.767108591,145363.666666667,60365.7,40795077.2333333,55289.3666666667,36059.2,655701.5709568,98478.2666666667,60376149.1666667,15.5,54623187.77,167817492.94,9490505.35,29815085.28,29759445.66,126136.505376343
2014,7,619.2587096774,13026403.2258065,8066116472.14516,8427597.18012581,20447.3548387097,0.2435604081,1.2903225806,409.9032258065,7.5295698925,132135.929508419,17406848597.571,2369135.00774193,10.8033828903,5.3886676832,38.4275233456,148211.258064516,62315.2258064516,42661209.7096774,57430.1290322581,37977.2903225806,480133.606449871,76808.6129032258,47645791.8709677,16,44192789.65,194381502.83,11068495.07,31907950.38,31663454.04,123146.559139786
2014,8,537.705483871,13149082.2580645,7069022240.24194,13125785.9625286,21624.5161290323,0.2430364866,1.4516129032,420.0967741935,6.9650537634,173300.957449774,21098286537.4484,2219419.37129032,12.0283358006,4.3731851186,32.8686162959,158813,68321.5806451613,44689174.6774194,64044,40986.1935483871,738046.392404355,104523.64516129,55968152.516129,16,51882776.06,204414941.36,9353046.64,46512651.2,34364871.76,122679.032258064
2014,9,445.0073333333,13273895.8333333,5905783007.80833,10230798.9028357,22839.2666666667,0.2664223502,1.1,458.0666666667,7.2877777778,232529.297655167,29594537627.93,1770889.446,12.994316044,3.8856341397,25.0730572312,164367.233333333,71273.3,46809114.4,67206.9666666667,41611.7666666667,553775.836415067,108715.533333333,47839742.2,15.5,50474887.93,179237180.64,9404226.3,32960393.48,32415784.03,124813.575268818
2014,9,363.5174193548,13390464.516129,4867685716.58871,20920597.8178833,24141.2580645161,0.2978621858,1.2903225806,519.9677419355,7.5946236559,262930.237524645,35199900585.2677,1366261.58225806,12.415073401,2.6717312505,17.8765023694,171841.387096774,76992.064516129,49053222.1290323,71048.7096774193,42703.9677419355,837572.264118903,149964.580645161,54238305.9354839,16,51474954.03,189047561.46,6025448.22,35275833.83,36354269.73,116568.682795698
2014,10,366.2183333333,13505452.5,4946342941.375,21075972.6685828,25554.6666666667,0.3304359305,1.0333333333,600.4,7.7438888889,288575.400864433,39399808417.6267,1352795.72,12.9910622147,2.4978897511,16.2391578384,181614.2,83746.6333333333,51537777.6333333,76134.4666666667,44270.9333333333,924273.9090659,169518.6,62839561.9666667,15.5,67715923.91,179396388.01,9219006.67,31718105.91,42011706.18,114987.983870968
2014,12,343.1232258065,13614932.2580645,4670903895.70161,14715283.6479194,27075.5806451613,0.3528683893,1.4516129032,573.1290322581,8.2182795699,287326.443995323,39825656670.671,1247411.71806452,13.3166826468,2.3229571554,14.4249186735,192082.161290323,87464.8064516129,54184652.1612903,81598.8387096774,45919.1290322581,980527.684281613,177463.258064516,61338566.0645161,16,39452034.78,185408486.69,10306862.4,33738896.44,28009593.8,109479.758064516
2015,1,249.2748387097,13730223.3870968,3421959822.1129,29590219.8564167,28622.1290322581,0.3643242819,1.7419354839,664.3870967742,8.3155913979,307269.759692065,42441567537.3871,918018.458387097,14.4822945855,1.8975616033,10.183137323,199941.774193548,93044.4838709678,56934670.0322581,85408.7741935484,49148.0967741935,1242715.58825635,227451.774193548,55479998.7096774,16,60163675.92,178624670.73,8098292.19,36069159.24,31679380.25,115291.129032258
2015,2,233.7392857143,13838861.6071429,3234940907.08036,21253050.1359926,30188.3928571429,0.3742002896,1.7857142857,654.8214285714,7.9166666667,329676.847021429,44023752590.4,883628.187142857,13.7485556614,2.249020106,9.3622247727,211784.714285714,94952.0357142857,59689973.3928571,86956.25,50504.6785714286,868820.584868357,172585.178571429,40298761.1071429,14.5,58320722.52,160579925.26,5748815.99,28862937.82,24786172.92,108638.220046083
2015,3,268.1335483871,13947554.8387097,3739480828.16129,24197755.1284032,31882.6129032258,0.3896365095,1.6451612903,674.0967741935,7.8930107527,343595.612392613,47052539740.3806,987220.424516129,14.5172358261,2.1029670463,10.1145118365,206375.709677419,97997.2258064516,62574115.1290323,88469.6774193548,55545.8064516129,1004278.82284994,190837.580645161,51359951.3548387,16,76279940.87,176934950.64,6224962.18,31112568.01,29360000.04,108693.23156682
2015,4,234.606,14058370,3297900765.31667,17251909.89856,33588.9,0.4072427975,1.6,751.7666666667,8.0497222222,341947.621112667,48470603157.5,837182.504333333,18.803215292,2.163618587,7.8935750636,213941.3,106813.8,65696615,98229.6333333333,55888.8333333333,977370.627666767,175168.2,40927062.4333333,15.5,47133180.29,173852605.44,8915216.59,30402286.23,29396361.02,110815.161290323
2015,5,237.1422580645,14167525,3359689806.79839,13446534.1841226,35299.2903225806,0.3962565511,0.9032258065,751.8709677419,8.0182795699,344306.694658968,48203489562.658,855550.991290323,15.1771757342,2.1714827932,8.3364691344,219248.548387097,103548.387096774,68884843.5483871,96640.935483871,53359.6129032258,1022489.12456871,172538.032258065,40915792.8709677,16,48500433.63,182600403.68,10381053.68,39771290.2,30581244.78,109155
2015,6,237.2763333333,14278025.8333333,3388145711.725,14829148.2329633,37156.7333333333,0.4551595775,0.7,802.2333333333,8.1955555556,354257.146032133,48802413542.46,870355.341,19.6533425837,1.7215744296,7.5635529514,239040.966666667,116545.233333333,72259720.2666667,109218.866666667,60221.6666666667,1316999.5805698,228391.266666667,54427675.7666667,15.5,94746075.81,178360621.98,7815508.7,29874156.13,29110286.7,110500.833333334
2015,7,279.8867741935,14389993.5483871,4027832620.23387,21269356.0471742,39520.935483871,0.5966026341,1.9032258065,947.064516129,8.573655914,372456.751438806,50753647100.2549,1041266.17032258,30.6886671094,1.7420952617,7.873975603,245347.870967742,139093.677419355,76310911.1935484,133910.64516129,76233.8064516129,1174394.26143768,226173.935483871,63261277,16,42687991.89,209273201.73,10478210.9,35326430.32,29221596.17,111967.715053763
2015,8,252.8161290323,14504035.483871,3666164220.65323,18364314.6193742,42006.3870967742,0.4677414611,1.064516129,776.2903225806,8.2174731183,391718.735948645,53106846158.9806,942609.142258064,25.2195733316,1.4609555237,8.2875394866,239271.419354839,115216.032258065,80142963.0322581,110229.096774194,64062.4838709677,1318279.57797629,273738.35483871,68407182,16,54562739.39,208502560.77,11108618.57,42030964.21,33191941.73,114041.935483871
2015,9,233.819,14617835,3417927645.575,14008754.8348103,44262.3333333333,0.5562461422,1.0666666667,933.3,8.2888888889,427630.6941601,57717884513.1466,878135.231,27.658302436,1.5226927828,6.5440467773,257891.233333333,138438.9,83978914.9,133390,83659.6333333333,1248593.92828353,257230.8,60148250.2,15.5,59794605.54,191360336.22,7624771.97,35249834.08,30270498.42,113799.516129032
2015,9,265.384516129,14729929.0322581,3909853556.1129,21475546.4983645,46653.0322580645,0.5460326363,1.4193548387,989.8709677419,8.3537634409,445402.181052936,60984536794.271,983579.077096774,26.6621920923,1.2794119882,7.1879052294,269688.516129032,137608.741935484,88116526.8387097,134414.64516129,82740.8709677419,1580881.62247258,313480.193548387,84502971.6774194,16,59441683.6,198018108.68,9835916.1,35882820.59,34672009.34,112094.032258065
2015,10,349.386,14845267.5,5186344375.24167,54843761.08124,49263.2,0.5697632687,1.3666666667,1022.9,8.4336111111,509663.590839467,66254220211.0533,1358157.32833333,27.83997866,0.9968056035,8.6242783035,321185.066666667,158473.733333333,92762436.6,155428.566666667,94668.3,2611848.05781867,429036.633333333,152291753.833333,15.5,73116970.42,181298950.99,7722073.99,38097683.27,36664655.32,115338.467741935
2015,12,422.0222580645,14967529.0322581,6317405652.83065,46137521.8683903,52137.1290322581,0.6287006856,1.5161290323,1193.9677419355,7.6290322581,684293.461256226,84220311129.9355,1742193.89516129,34.3474077742,1.1584413852,8.898581217,375739,197188.129032258,98171292.9032258,191505.935483871,107453.419354839,3589641.30292226,385798.451612903,162106536.193548,16,50764399.17,196790935.11,10507269.21,43689213.17,29618714.26,122261.532258065
2016,1,410.9541935484,15090071.7741935,6200580939.1371,33693779.9512516,55214.1290322581,0.6653543319,0.4193548387,1264.2580645161,7.9112903226,864238.808653258,110979678422.548,1622857.78967742,36.9140208713,1.7383894176,8.6725346299,378907.064516129,191133.677419355,104003729.290323,186252.903225806,105127.516129032,7188068.16908487,254877.806451613,103537410.83871,16,69931266.28,184168627.04,5753117.63,41304571.52,30233715.55,122542.741935482
2016,2,402.5265517241,15212311.2068966,6124100060.00862,28613179.4841034,58601.0689655172,0.7402011463,0.8275862069,1485.4137931035,8.1201149425,1136042.98712183,146482952485.138,1594852.00862069,43.6385287403,1.210917213,7.3611289851,420088,218115.344827586,110301052.448276,207747.75862069,117107.75862069,3728945.20398103,340281.137931034,137421699.310345,15,44205084.48,170451820.7,8329846.1,32671465.41,25297137.28,122239.432703003
2016,3,415.5022580645,15323234.6774194,6366824781.41935,22735254.4596935,61888.8709677419,0.7180118717,0.3225806452,1287.7096774194,8.2887096774,1190572.74012645,162436787464.548,1550534.91612903,45.2208524023,1.2765697736,8.0103467353,367634.677419355,196602.064516129,116624555.612903,189338.935483871,121541.870967742,4018889.42453355,314220.64516129,130795937.096774,16,51903504.39,180151089.45,9651925.34,38278031.25,26731166.22,110923.470522804
2016,4,434.0753333333,15437253.3333333,6698092024.59167,21033148.033,65118.7345095334,0.7465204703,0.2666666667,1459.453877019,8.1516666667,1280972.88050333,173551687232.067,1633676.999924,53.7986920203,1.3563712332,7.6898537485,381256.366666667,214090.1,122713755.133333,210363.866666667,126742.133333333,2876512.42772667,293240.2838934,127673593.8325,15.5,51891284.62,182804527.84,9407797.53,28149713.05,29467074.15,114018.655913979
2016,5,460.7612903226,15551795.1612903,7166094099.52419,25550631.111671,68538.1432790323,0.7780299466,0.3548387097,1483.4546421394,8.5185483871,1410188.69164645,190261556911.129,1738971.96972935,49.9902840755,1.2657308466,8.0320889616,380975.903225806,218784.903225806,129427237,217229.483870968,131945.548387097,2412948.40134484,331028.185335871,153712265.854339,16,74675830.93,180988634.29,6784150.04,36287177.39,28233412.24,114541.827956989
2016,6,640.3899541071,15664006.6666667,10065200045.3483,71880063.10166,72173.4101558,0.8256321488,0.5,1555.7145090807,9.2184444444,1493211.21346633,201191001433.733,2422828.344932,61.866881376,1.1929786635,10.6861409212,416241.866666667,230252.066666667,136245479.166667,226875.833333333,140122.166666667,2300724.769404,339911.148431433,218854501.157967,15.5,68894870.71,182702133.79,7697332.61,30215428.33,28144213.28,112211.505376343
2016,7,661.0366016129,15760842.3387097,10434788099.0274,34417085.5648774,75722.1010709678,0.7903812618,0.3225806452,1503.0391164458,9.1161290323,1494486.80565452,212932508617.871,1515466.52806452,58.6949506639,0.9557178007,7.4997507564,367635.870967742,210363.870967742,142895306.806452,208061.129032258,136603.709677419,2201304.30036484,248284.530662452,164513784.553194,16,59632899.73,213430998.58,10179120.48,34813587.13,30927377.27,96835.6720430106
2016,8,579.7444046083,15818943.5483871,9201480997.18903,20888428.9456506,79315.9547193548,0.7828649312,0.4838709677,1515.4643377581,8.4155913979,1577254.18350968,210849298160.29,1096811.25241935,68.9978434587,0.8074900742,5.0679972215,389280.741935484,226139.225806452,149751095.677419,222844.064516129,144718.451612903,2076890.16923871,259978.677966064,151445616.231177,16,65234254.32,207445300.23,10515845.13,37241158.59,30818497.03,58101.2096774206
2016,9,607.1465495833,15875842.9166667,9661413010.167,16063848.4705653,82793.6911606667,0.7548276549,0.3333333333,1478.001717089,8.1888888889,1715527.55127567,226790706649.033,1155842.57716667,60.3063361007,0.9173690299,5.4178093293,395621.666666667,222458.933333333,156508441.9,218262.666666667,140040.166666667,1829886.407857,220144.538658167,133847615.934303,15.5,62814295.59,196692870.17,6784893.86,31439394.3,28488502.33,56899.3682795689
2016,9,642.1637875,15932960.0806452,10269397925.5687,16187824.3629123,86386.4033540323,0.8306485396,0.2258064516,1629.4051029978,9.7801075269,1844949.21578774,252904058166.452,1186325.24645161,74.34019167,0.7878155718,5.2213079871,426618.129032258,238276.741935484,163609214.032258,234202.774193548,158807.870967742,2292138.67379774,256322.142767968,165695350.262916,16,67377536.07,195451316.1,9742589.19,33764438.1,33914241.54,57117.1639784947
2016,10,724.3609733333,15989418.75,11600226389.6033,22902029.1440133,90193.6872278333,0.8668872086,0.4333333333,1803.17359918,11.8302777778,1994712.84957567,265930958077.733,1374219.56033333,88.4136308397,0.7865102534,5.3208782923,476081.966666667,270539.433333333,171261929.4,265991.7,191158.133333333,2406249.44459007,262444.482600167,190631316.579233,15.5,78268825.05,186090966.54,7183631.5,27711397.89,36566690.59,56458.6693548393
2016,12,822.4639504032,16047075.8064516,13227951321.6452,27564214.2642387,94268.3343155484,0.8776133448,0.2258064516,1837.6143572752,12.002688172,2261902.34324645,300144417270.387,1572386.42209677,97.1020937906,0.7683302074,6.010357221,486926.838709677,276598.741935484,179721695.419355,270911.516129032,198274.612903226,1700089.78961055,276252.608078484,229445355.802387,16,28937471.86,194594278.11,8841951.46,44198156.74,31171671.22,57657.0564516131
2017,1,909.7496294931,16107008.8709677,14684492225.7774,53835351.4324377,98435.3509005161,0.8711953519,0.3870967742,1767.0593347784,11.8798387097,2756968.57399226,347120363344.806,1835542.66354839,113.3788563903,0.8488475194,6.9703741691,483875.290322581,278739.419354839,188369981.032258,278594.838709677,188647.580645161,2070028.85269935,279290.162568,254731964.586839,16,76561611.35,180093649.91,7902628.04,33645420.26,26986125.47,59933.064516129
2017,2,1063.0038433672,16164410.7142857,17207762818.4036,48511247.484875,102595.178543643,0.9493612384,0.3214285714,1949.5697699482,14.6267857143,3225218.34344643,425050647264.893,2119523.05142857,161.1075364389,0.9750778384,7.4577917268,512338.928571429,296246.892857143,196790990.285714,291956.571428571,199876,1969090.19821486,221823.195771214,236077113.870071,14.5,59382865.05,166361453.43,8357035.13,31333595.08,24584945.9,57401.8433179725
2017,3,1129.1996536484,16219783.4677419,18284793805.9548,81673336.0782581,106854.150563161,0.9571530086,0.1612903226,1920.3440293429,13.8193548387,3482165.57452032,467030539781.548,2281395.39,229.1748786374,0.7528944992,8.2937211998,526971.548387097,286299.516129032,205500738.451613,281561.806451613,190433.225806452,2961183.50459774,296843.273564032,330593202.054548,16,52880496.62,187098706.01,8309171.65,31948360.16,27098737.69,55372.75345622
2017,4,1221.4945903573,16276600,20193894164.91,50424063.1823267,111157.1469723,0.9590146327,0.2,1885.4961457227,14.3997222222,3770011.291165,512390534629.6,2472301.708348,212.5436640227,0.8262232601,9.2573549109,532524.133333333,278557.766666667,213895415.666667,273267.633333333,187258.466666667,2691373.458509,258954.564587767,320538959.776,15.5,55488235.45,181862120.05,6453657.63,29175641.97,29058977.21,56816.5322580654
